0.000000000000000000e+00 -4.560082513085345068e-02 4.773848970536302000e-02 -3.467435790370104048e-02 -1.261234925562517383e-04 -6.935432981323994342e-03 2.305606106283172125e-04 1.474827228762588035e-03 -1.009994818590084125e-03 -8.677523118260018235e-04
1.000000000000000056e-01 -3.677473256374495791e-02 -3.004635358122547534e-02 5.152002830309747317e-02 -3.765589218899075691e-02 -1.803504004820201401e-02 -7.828500404709110363e-03 -7.458707973359682969e-03 -7.956092187813325334e-03 -1.086512857904930150e-02
2.000000000000000111e-01 -4.013480233720354007e-02 -1.162683704883074459e-01 2.067438179469545043e-02 -4.670880175234383425e-02 -1.618340402777994694e-02 -1.632695884277726023e-02 -1.489121033555015211e-02 -1.387520175431428138e-02 -1.571133016297533366e-02
3.000000000000000444e-01 2.725805465323369314e-02 -7.628329431882696632e-02 -2.979880907925116021e-02 -2.203329713842988938e-02 -3.244222227016262117e-02 -2.596034271114580974e-02 -2.429151902985125094e-02 -1.864398862060054687e-02 -1.749213766290165159e-02
4.000000000000000222e-01 5.738480617759100788e-02 3.272350212928751279e-02 -3.841461912944975354e-02 9.758544734449651342e-03 -1.738590627704351965e-02 -2.297062235226198651e-02 -1.879788279285101241e-02 -1.983544079738275637e-02 -2.158766708967867209e-02
5.000000000000000000e-01 -7.057385992227192817e-02 2.579073478466614028e-02 6.048050754959528180e-03 -1.150686818923899596e-02 -2.633515454140054890e-02 -1.930311325826407354e-02 -2.338610183730450640e-02 -1.976122892125131703e-02 -2.000809916471351160e-02
6.000000000000000888e-01 2.799261106909749219e-02 -1.091852644064554706e-01 -4.804110183556040484e-03 4.814095347051513402e-03 -1.991946156157127501e-02 -1.950125325763005235e-02 -1.316037655505844159e-02 -1.490571973517374263e-02 -1.533305318329908698e-02
7.000000000000000666e-01 -4.553696011775316271e-02 -7.332482622472893952e-02 1.395920458949933066e-02 -4.414365435937232102e-02 -1.460602481053680651e-02 -1.364527774437454370e-02 -1.326307274117878229e-02 -1.388165263128916284e-02 -1.191641698972166659e-02
8.000000000000000444e-01 1.012190701938340404e-01 -3.499155821732606586e-02 -3.002595673739488422e-02 -5.846783975180012624e-03 5.278318770218275169e-03 -8.174754819969709541e-03 -5.290377843603528800e-03 -5.054574539446281961e-03 -3.086863537169573166e-03
9.000000000000000222e-01 8.929700625264549996e-02 -2.696852886200699906e-02 2.035997466030443556e-02 -1.353753204152918430e-02 1.502980145984887834e-02 6.386599176536361666e-03 8.790904063639085747e-03 5.406999053217853742e-03 3.392521297705450908e-03
1.000000000000000000e+00 1.058006978490430572e-02 -3.019584269776129370e-02 -1.620617895178389639e-02 -3.649910122817349306e-03 1.268359252978398105e-02 1.996741676965576445e-02 4.851946345337509667e-03 1.689920405487909880e-02 1.493749098648696101e-02
1.100000000000000089e+00 1.624082545506950748e-01 7.456885165939081128e-02 -2.265364181218140066e-02 6.781292281404749378e-02 2.266387940573129367e-02 3.027284926573320378e-02 2.793774644298150853e-02 2.682281034930359895e-02 2.766861563521934644e-02
1.200000000000000178e+00 -4.805030703477661258e-02 4.090781890795947007e-02 5.576186901101694293e-02 6.642503150886075458e-02 4.905223853369477388e-02 3.779345960384947883e-02 4.106925466278719961e-02 4.328968395513219797e-02 4.076228899033967207e-02
1.300000000000000044e+00 9.924367663960979857e-03 3.504032919222345444e-02 3.581725643754629651e-02 7.484202187775601534e-02 6.206587912090314602e-02 4.755892910172161703e-02 5.438953793955286775e-02 5.488139425795530990e-02 5.671149803001612755e-02
1.400000000000000133e+00 6.721131631010619778e-02 9.470932933599582326e-02 6.351930539290073785e-02 9.213760762503991897e-02 8.316953340041784160e-02 7.857751838628383723e-02 6.624506919435511898e-02 6.950576597315548388e-02 7.186236099375861719e-02
1.500000000000000000e+00 2.528282092217116195e-01 1.048371045388267336e-01 6.841686174462235925e-02 9.814940261903240537e-02 9.324687640564181812e-02 8.429896226840735696e-02 8.296391555988202882e-02 8.652089080079040928e-02 8.819936772074775388e-02
1.600000000000000089e+00 1.803126325187169032e-01 1.405829259624443162e-01 1.038502204682162922e-01 8.308862987467345584e-02 1.088419244227317034e-01 9.814769841575923803e-02 9.686122719105649814e-02 1.035261160078343734e-01 1.023669728951260294e-01
1.700000000000000178e+00 1.877158083472114103e-01 2.351253791977438723e-01 1.281140584872356714e-01 9.988944512499729755e-02 1.086518743279475535e-01 1.178141940725317693e-01 1.212127169066828242e-01 1.193361313222620484e-01 1.178923489427370769e-01
1.800000000000000044e+00 1.688812356722070307e-01 1.505235617767019252e-01 1.487868271203851012e-01 1.093055873564995617e-01 1.279077684970230389e-01 1.453848055738630740e-01 1.357712176828081152e-01 1.328822182759424597e-01 1.325201121357842127e-01
1.900000000000000133e+00 1.825699285796139326e-01 1.596453853982410243e-01 1.157138437211577969e-01 1.555059567435366497e-01 1.461662443594743122e-01 1.480928649715080869e-01 1.493037852017763678e-01 1.471706692340604694e-01 1.468685869730249338e-01
2.000000000000000000e+00 1.438999607554415916e-01 2.327072165097569811e-01 1.697877824147841219e-01 1.735173289975403821e-01 1.598213504492421444e-01 1.624402093760558274e-01 1.610233151885304137e-01 1.630889798203696839e-01 1.596563572605096681e-01
2.100000000000000089e+00 3.170373286859902162e-01 2.605322915163290620e-01 2.548091033667385652e-01 1.473612609557992947e-01 1.647968768290588304e-01 1.733524973345874354e-01 1.736225345311116219e-01 1.710684180366753293e-01 1.730409962980931915e-01
2.200000000000000178e+00 1.385798253331930185e-01 1.377964816811050597e-01 1.778957235548631610e-01 1.839051849286732210e-01 1.913224135336765164e-01 1.696103242418767476e-01 1.823032079563742247e-01 1.825158493996952014e-01 1.834072347365961475e-01
2.300000000000000266e+00 2.132661293004565195e-01 1.646656365647379550e-01 2.027576071970126070e-01 2.071650592718145278e-01 2.058504174373824991e-01 1.989508838118089762e-01 1.923868274423302660e-01 1.916388893497233403e-01 1.924747724879203592e-01
2.400000000000000355e+00 1.912232666445532747e-01 2.565786259446610207e-01 1.384555785442745934e-01 2.229126917509606232e-01 1.903764050961422039e-01 2.027346037444806848e-01 2.031701639812158178e-01 2.003480240451628869e-01 2.012140204790517362e-01
2.500000000000000000e+00 1.887835273658307333e-01 3.521844440598965731e-01 2.131312557316305534e-01 2.034047625057843756e-01 2.023278157904626062e-01 2.097963796474319464e-01 2.065859248899697964e-01 2.053386170513830100e-01 2.053004676029518971e-01
2.600000000000000089e+00 2.814595946813976401e-01 3.104693664718682355e-01 2.081786235450626132e-01 2.116271486638324761e-01 1.927572830551675387e-01 2.037196556582761275e-01 2.087791684525260316e-01 2.101147327280578070e-01 2.107407065437269522e-01
2.700000000000000178e+00 2.432471056677839305e-01 1.931191825567087350e-01 2.128328299794265410e-01 2.431323632252091471e-01 2.016359827126215643e-01 2.088619666178523349e-01 2.055857467802693905e-01 2.058501360051484819e-01 2.098145348559591061e-01
2.800000000000000266e+00 2.741339887584106627e-01 2.103811049320905846e-01 1.970481646655316832e-01 2.075024613494886039e-01 2.105621162481119968e-01 2.144194942030264728e-01 2.115122665589552753e-01 2.074826111001737416e-01 2.107411748569132937e-01
2.900000000000000355e+00 1.769566057354187982e-01 3.048583810692838680e-01 2.153575305206199553e-01 1.822733062477303601e-01 1.967872489147369230e-01 2.026290595609638867e-01 2.037276614626868931e-01 2.040469604112442048e-01 2.029300692613455470e-01
3.000000000000000000e+00 6.232666935416084075e-02 2.008358344450336674e-01 1.460417034183307816e-01 1.693026036982644977e-01 1.882296425757566949e-01 1.980652794576800990e-01 1.997761318448493528e-01 1.983922975054573379e-01 1.958174619679812489e-01
3.100000000000000089e+00 2.041297382270878535e-01 2.293550205729986413e-01 1.690197192789162084e-01 2.070136644691015215e-01 1.905780043859940376e-01 1.891533880372348320e-01 1.833419759737016652e-01 1.866156769148991368e-01 1.863202332772034286e-01
